code,title,units,prerequisites,corequisites,grading,ge_area,availability,details,url
COMM 461,Popular Culture(opens in a new tab),,,,,,,COMM 461 - Popular Culture (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187733
COMM 465,Identity and Difference in Media(opens in a new tab),,,,,,,COMM 465 - Identity and Difference in Media (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187596
COMM 470,Communication Campaigns(opens in a new tab),,,,,,,COMM 470 - Communication Campaigns (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187602
COMM 475,Digital Organizational Communication(opens in a new tab),,,,,,,COMM 475 - Digital Organizational Communication (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187597
COMM 488,Conflict Management(opens in a new tab),,,,,,,COMM 488 - Conflict Management (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187734
COMM 490,Independent Study(opens in a new tab),,,,,,,COMM 490 - Independent Study (opens in a new tab) Units: 1-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188971
COMM 493,Capstone: Social Justice Project(opens in a new tab),,,,,,,COMM 493 - Capstone: Social Justice Project (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187786
COMM 495,Pioneer Media Production(opens in a new tab),,,,,,,COMM 495 - Pioneer Media Production (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187780
COMM 496,Topics in Communication(opens in a new tab),,,,,,,COMM 496 - Topics in Communication (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189093
COMM 496A,Topics in Media Production(opens in a new tab),,,,,,,COMM 496A - Topics in Media Production (opens in a new tab) Units: 2,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189441
COMM 497,Issues in Communication(opens in a new tab),,,,,,,COMM 497 - Issues in Communication (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187735
COMM 498,Internship(opens in a new tab),,,,,,,COMM 498 - Internship (opens in a new tab) Units: 1-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189400
COMM 600,Introduction to Graduate Study(opens in a new tab),,,,,,,COMM 600 - Introduction to Graduate Study (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187430
COMM 601,Theories in Communication(opens in a new tab),,,,,,,COMM 601 - Theories in Communication (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187429
COMM 602,Critical Cultural Methods(opens in a new tab),,,,,,,COMM 602 - Critical Cultural Methods (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187417
COMM 603,Advanced Quantitative Research Methods(opens in a new tab),,,,,,,COMM 603 - Advanced Quantitative Research Methods (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187431
COMM 604,Advanced Qualitative Research Methods(opens in a new tab),,,,,,,COMM 604 - Advanced Qualitative Research Methods (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187435
COMM 620,Internship in Communication(opens in a new tab),,,,,,,COMM 620 - Internship in Communication (opens in a new tab) Units: 1-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187997
COMM 655,"Communication, Media, and Society(opens in a new tab)",,,,,,,"COMM 655 - Communication, Media, and Society (opens in a new tab) Units: 4",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187471
COMM 665,Identity and Difference in Media(opens in a new tab),,,,,,,COMM 665 - Identity and Difference in Media (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187434
COMM 670,Communication Campaigns(opens in a new tab),,,,,,,COMM 670 - Communication Campaigns (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187998
COMM 675,Digital Organizational Communication(opens in a new tab),,,,,,,COMM 675 - Digital Organizational Communication (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187994
COMM 690,Independent Study(opens in a new tab),,,,,,,COMM 690 - Independent Study (opens in a new tab) Units: 1-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188333
COMM 691,University Thesis(opens in a new tab),,,,,,,COMM 691 - University Thesis (opens in a new tab) Units: 1-6,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188001
COMM 692,Comprehensive Exams(opens in a new tab),,,,,,,COMM 692 - Comprehensive Exams (opens in a new tab) Units: 2,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187999
COMM 693,Project(opens in a new tab),,,,,,,COMM 693 - Project (opens in a new tab) Units: 1-6,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188000
COMM 696,Topics in Communication(opens in a new tab),,,,,,,COMM 696 - Topics in Communication (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187432
COMM 697,Issues In Communication(opens in a new tab),,,,,,,COMM 697 - Issues In Communication (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189092
COMM 698,Internship(opens in a new tab),,,,,,,COMM 698 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188972
CMPE 221,Assembly Language and Logic Design(opens in a new tab),,,,,,,CMPE 221 - Assembly Language and Logic Design (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189486
CMPE 323,Digital Design and Computer Architecture(opens in a new tab),,,,,,,CMPE 323 - Digital Design and Computer Architecture (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189643
CMPE 330,Electric Circuits II(opens in a new tab),,,,,,,CMPE 330 - Electric Circuits II (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187626
CMPE 344,Microprocessor Laboratory(opens in a new tab),,,,,,,CMPE 344 - Microprocessor Laboratory (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187609
CMPE 370,Digital Signal Processing I(opens in a new tab),,,,,,,CMPE 370 - Digital Signal Processing I (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187610
CMPE 398,Internship(opens in a new tab),,,,,,,CMPE 398 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188968
CMPE 421,Computer Architecture II(opens in a new tab),,,,,,,CMPE 421 - Computer Architecture II (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187587
CMPE 427,Introduction to Machine Learning for Engineers(opens in a new tab),,,,,,,CMPE 427 - Introduction to Machine Learning for Engineers (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189605
CMPE 480,VLSI Circuit Design/Layout(opens in a new tab),,,,,,,CMPE 480 - VLSI Circuit Design/Layout (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187606
CMPE 490,Independent Study(opens in a new tab),,,,,,,CMPE 490 - Independent Study (opens in a new tab) Units: 1-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188969
CMPE 492,Senior Design I(opens in a new tab),,,,,,,CMPE 492 - Senior Design I (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187607
CMPE 493,Senior Capstone: Senior Design II(opens in a new tab),,,,,,,CMPE 493 - Senior Capstone: Senior Design II (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187672
CMPE 497,Issues in Computer Engineering(opens in a new tab),,,,,,,CMPE 497 - Issues in Computer Engineering (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188970
CMPE 498,Internship(opens in a new tab),,,,,,,CMPE 498 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189399
CS 100,Programming for Everyone(opens in a new tab),,,,,,,CS 100 - Programming for Everyone (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186519
CS 100A,Programming for Everyone Workshop(opens in a new tab),,,,,,,CS 100A - Programming for Everyone Workshop (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189455
CS 101,Computer Science I(opens in a new tab),,,,,,,CS 101 - Computer Science I (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187250
CS 160,Generative AI for Everyone(opens in a new tab),,,,,,,CS 160 - Generative AI for Everyone (opens in a new tab) Units: 3 ; Breadth Area: GE-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=190057
CS 170,Cyber Security Awareness for Everybody: How to protect yourself in Cyber Space(opens in a new tab),,,,,,,CS 170 - Cyber Security Awareness for Everybody: How to protect yourself in Cyber Space (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189626
CS 180,Computers in Action(opens in a new tab),,,,,,,CS 180 - Computers in Action (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186520
CS 200,Advanced Programming for Everyone(opens in a new tab),,,,,,,CS 200 - Advanced Programming for Everyone (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187403
CS 201,Computer Science II(opens in a new tab),,,,,,,CS 201 - Computer Science II (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187226
CS 211,Discrete Structures(opens in a new tab),,,,,,,CS 211 - Discrete Structures (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187270
CS 221,Computer Organization and Assembly Language(opens in a new tab),,,,,,,CS 221 - Computer Organization and Assembly Language (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186879
CS 230,Computing and Social Responsibility(opens in a new tab),,,,,,,CS 230 - Computing and Social Responsibility (opens in a new tab) Units: 3 ; Breadth Area: GE-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186811
CS 301,Data Structures and Algorithms(opens in a new tab),,,,,,,CS 301 - Data Structures and Algorithms (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186883
CS 311,Programming Language Concepts(opens in a new tab),,,,,,,CS 311 - Programming Language Concepts (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187242
CS 321,Computer Architecture(opens in a new tab),,,,,,,CS 321 - Computer Architecture (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186884
CS 351,Website Development(opens in a new tab),,,,,,,CS 351 - Website Development (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187236
CS 370,Databases for Social and Health Sciences(opens in a new tab),,,,,,,CS 370 - Databases for Social and Health Sciences (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187260
CS 398,Internship(opens in a new tab),,,,,,,CS 398 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189402
CS 400,Computer Programming for Science(opens in a new tab),,,,,,,CS 400 - Computer Programming for Science (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187249
CS 401,Software Engineering(opens in a new tab),,,,,,,CS 401 - Software Engineering (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187237
CS 411,Automata and Computation(opens in a new tab),,,,,,,CS 411 - Automata and Computation (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187228
CS 413,Analysis of Algorithms(opens in a new tab),,,,,,,CS 413 - Analysis of Algorithms (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187274
CS 421,Operating Systems(opens in a new tab),,,,,,,CS 421 - Operating Systems (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187246
CS 431,Database Architecture(opens in a new tab),,,,,,,CS 431 - Database Architecture (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187223
CS 441,Computer Networks(opens in a new tab),,,,,,,CS 441 - Computer Networks (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187247
CS 453,Mobile Programming(opens in a new tab),,,,,,,CS 453 - Mobile Programming (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187253
CS 455,Computer Graphics(opens in a new tab),,,,,,,CS 455 - Computer Graphics (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187248
CS 461,Artificial Intelligence(opens in a new tab),,,,,,,CS 461 - Artificial Intelligence (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187273
CS 467,Introduction to Machine Learning(opens in a new tab),,,,,,,CS 467 - Introduction to Machine Learning (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189827
CS 468,Introduction to Natural Language Processing with Deep Learning(opens in a new tab),,,,,,,CS 468 - Introduction to Natural Language Processing with Deep Learning (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189828
CS 469,Introduction to Generative AI(opens in a new tab),,,,,,,CS 469 - Introduction to Generative AI (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=190013
CS 471,Security and Information Assurance(opens in a new tab),,,,,,,CS 471 - Security and Information Assurance (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187263
CS 490,Independent Study(opens in a new tab),,,,,,,CS 490 - Independent Study (opens in a new tab) Units: 1-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188057
CS 497,Topics in Computer Science(opens in a new tab),,,,,,,CS 497 - Topics in Computer Science (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187297
CS 498,Internship(opens in a new tab),,,,,,,CS 498 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188058
CS 601,Advanced Algorithms(opens in a new tab),,,,,,,CS 601 - Advanced Algorithms (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186988
CS 603,Advanced Software Engineering(opens in a new tab),,,,,,,CS 603 - Advanced Software Engineering (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188015
